date,description,amount,category
2024-03-02,AMC Theatres,239.78,Entertainment
2024-03-02,Whole Foods,15.14,Groceries
2024-03-02,Steam,183.17,Entertainment
2024-03-02,Netflix,10.03,Entertainment
2024-03-03,AMC Theatres,10.92,Entertainment
2024-03-03,Shell,71.98,Transport
2024-03-03,Chipotle,28.14,Dining
2024-03-03,Steam,20.23,Entertainment
2024-03-03,AMC Theatres,45.14,Entertainment
2024-03-03,Amazon,330.55,Shopping
2024-03-03,Walmart,155.15,Groceries
2024-03-03,Chipotle,106.98,Dining
2024-03-04,Delta Airlines,769.95,Travel
2024-03-04,McDonald's,49.84,Dining
2024-03-04,City Clinic,615.82,Healthcare
2024-03-04,Spotify,45.04,Entertainment
2024-03-04,Property Mgmt,2404.5,Housing
2024-03-04,Amazon,451.75,Shopping
2024-03-04,Amazon,695.32,Shopping
2024-03-04,Amazon,574.89,Shopping
2024-03-04,Uber,162.21,Transport
2024-03-04,Whole Foods,94.78,Groceries
2024-03-04,City Clinic,545.34,Healthcare
2024-03-05,Airbnb,133.97,Travel
2024-03-05,Walmart,160.3,Groceries
2024-03-05,Walmart,222.86,Groceries
2024-03-05,Netflix,105.56,Entertainment
2024-03-05,City Clinic,421.65,Healthcare
2024-03-05,Housing Society,1127.33,Housing
2024-03-05,Macy's,585.58,Shopping
2024-03-05,Monthly Rent,2197.06,Housing
2024-03-05,Steam,13.89,Entertainment
2024-03-06,Health Insurance,234.37,Healthcare
2024-03-06,Bookstore,734.25,Education
2024-03-06,Monthly Rent,1623.69,Housing
2024-03-06,Uber,103.42,Transport
2024-03-06,Electricity Board,35.95,Utilities
2024-03-06,Target,137.1,Shopping
2024-03-07,Delta Airlines,3115.31,Travel
2024-03-07,LabCorp,85.62,Healthcare
2024-03-07,Macy's,325.06,Shopping
2024-03-07,Airbnb,1678.53,Travel
2024-03-07,LabCorp,669.3,Healthcare
2024-03-07,CVS Pharmacy,151.84,Healthcare
2024-03-08,Trader Joe's,66.22,Groceries
2024-03-08,McDonald's,147.09,Dining
2024-03-08,McDonald's,58.48,Dining
2024-03-08,Olive Garden,67.59,Dining
2024-03-08,Spotify,89.73,Entertainment
2024-03-08,Comcast,232.34,Utilities
2024-03-08,Health Insurance,1172.38,Healthcare
2024-03-08,LabCorp,487.93,Healthcare
2024-03-08,Water Utility,292.91,Utilities
2024-03-08,Monthly Rent,2259.68,Housing
2024-03-08,McDonald's,129.6,Dining
2024-03-08,Gas Provider,292.01,Utilities
2024-03-09,Target,106.32,Shopping
2024-03-09,McDonald's,108.34,Dining
2024-03-09,Udemy,339.42,Education
2024-03-09,Trader Joe's,271.37,Groceries
2024-03-09,Uber,70.33,Transport
2024-03-09,Electricity Board,35.59,Utilities
2024-03-09,Trader Joe's,127.46,Groceries
2024-03-09,Macy's,740.41,Shopping
2024-03-09,CVS Pharmacy,281.15,Healthcare
2024-03-09,Olive Garden,89.56,Dining
2024-03-10,Amazon,66.75,Shopping
2024-03-10,Property Mgmt,1281.62,Housing
2024-03-10,Uber,85.95,Transport
2024-03-10,Olive Garden,40.08,Dining
2024-03-10,Amazon,711.46,Shopping
2024-03-10,McDonald's,99.93,Dining
2024-03-10,CVS Pharmacy,676.73,Healthcare
2024-03-10,Property Mgmt,1110.15,Housing
2024-03-10,Macy's,647.62,Shopping
2024-03-10,Walmart,177.49,Groceries
2024-03-10,Netflix,80.35,Entertainment
2024-03-10,Starbucks,83.5,Dining
2024-03-10,Coursera,489.6,Education
2024-03-10,Walmart,79.16,Groceries
2024-03-10,Netflix,242.61,Entertainment
2024-03-10,Target,552.99,Shopping
2024-03-11,Target,684.66,Shopping
2024-03-11,Monthly Rent,1432.7,Housing
2024-03-11,Booking.com,3207.88,Travel
2024-03-11,Exam Board,137.93,Education
2024-03-11,Gas Provider,237.42,Utilities
2024-03-11,Electricity Board,231.28,Utilities
2024-03-11,AMC Theatres,185.93,Entertainment
2024-03-11,Whole Foods,32.85,Groceries
2024-03-11,Shell,168.48,Transport
2024-03-11,Netflix,254.06,Entertainment
2024-03-11,Macy's,230.53,Shopping
2024-03-12,Chipotle,162.24,Dining
2024-03-12,McDonald's,106.58,Dining
2024-03-12,Gas Provider,154.59,Utilities
2024-03-12,Airbnb,1651.43,Travel
2024-03-12,Water Utility,369.15,Utilities
2024-03-12,Netflix,236.84,Entertainment
2024-03-12,Steam,222.94,Entertainment
2024-03-12,Monthly Rent,2160.64,Housing
2024-03-12,Gas Provider,276.71,Utilities
2024-03-12,Water Utility,275.97,Utilities
2024-03-12,Monthly Rent,1225.7,Housing
2024-03-12,Delta Airlines,3474.32,Travel
2024-03-12,Steam,45.53,Entertainment
2024-03-12,Lyft,137.75,Transport
2024-03-13,McDonald's,87.75,Dining
2024-03-13,Water Utility,196.47,Utilities
2024-03-13,Starbucks,157.92,Dining
2024-03-13,Marriott,1220.1,Travel
2024-03-13,Water Utility,298.57,Utilities
2024-03-13,Costco,101.91,Groceries
2024-03-13,Airbnb,2454.52,Travel
2024-03-13,Property Mgmt,2476.24,Housing
2024-03-13,LabCorp,910.5,Healthcare
2024-03-13,LabCorp,371.6,Healthcare
2024-03-13,Best Buy,349.82,Shopping
2024-03-13,Property Mgmt,1699.68,Housing
2024-03-14,Spotify,63.28,Entertainment
2024-03-14,Steam,17.44,Entertainment
2024-03-14,Udemy,1718.02,Education
2024-03-14,Booking.com,3084.09,Travel
2024-03-14,Electricity Board,161.84,Utilities
2024-03-14,Uber,18.19,Transport
2024-03-14,Health Insurance,663.61,Healthcare
2024-03-14,Metro Transit,38.69,Transport
2024-03-14,Steam,200.29,Entertainment
2024-03-15,Lyft,83.74,Transport
2024-03-15,Best Buy,475.26,Shopping
2024-03-15,Olive Garden,24.34,Dining
2024-03-15,Olive Garden,116.1,Dining
2024-03-15,Monthly Rent,1587.76,Housing
2024-03-16,Electricity Board,272.86,Utilities
2024-03-16,Whole Foods,253.26,Groceries
2024-03-16,McDonald's,35.48,Dining
2024-03-16,Netflix,234.62,Entertainment
2024-03-16,CVS Pharmacy,743.12,Healthcare
2024-03-16,Water Utility,234.15,Utilities
2024-03-16,Best Buy,608.71,Shopping
2024-03-16,Chipotle,94.04,Dining
2024-03-16,Walmart,63.71,Groceries
2024-03-16,Booking.com,490.06,Travel
2024-03-16,Olive Garden,30.36,Dining
2024-03-16,Delta Airlines,2610.48,Travel
2024-03-16,Amazon,137.39,Shopping
2024-03-16,Costco,234.75,Groceries
2024-03-16,City Clinic,143.38,Healthcare
2024-03-16,Delta Airlines,3186.89,Travel
2024-03-16,Starbucks,44.4,Dining
2024-03-16,Coursera,1208.03,Education
2024-03-16,CVS Pharmacy,694.48,Healthcare
2024-03-16,Uber,154.36,Transport
2024-03-17,Marriott,3002.17,Travel
2024-03-17,Comcast,196.17,Utilities
2024-03-17,City Clinic,225.54,Healthcare
2024-03-17,Uber,96.5,Transport
2024-03-17,Walmart,17.09,Groceries
2024-03-17,Water Utility,205.18,Utilities
2024-03-17,Gas Provider,252.08,Utilities
2024-03-17,LabCorp,849.47,Healthcare
2024-03-17,Property Mgmt,1282.2,Housing
2024-03-18,Marriott,2963.88,Travel
2024-03-18,Housing Society,1042.91,Housing
2024-03-18,Comcast,66.93,Utilities
2024-03-18,LabCorp,593.02,Healthcare
2024-03-18,Gas Provider,242.23,Utilities
2024-03-18,Gas Provider,198.89,Utilities
2024-03-18,Trader Joe's,148.8,Groceries
2024-03-18,Gas Provider,53.21,Utilities
2024-03-18,Airbnb,3035.72,Travel
2024-03-19,Udemy,608.49,Education
2024-03-19,Starbucks,96.6,Dining
2024-03-19,Walmart,214.17,Groceries
2024-03-19,Monthly Rent,1026.5,Housing
2024-03-19,Health Insurance,1219.44,Healthcare
2024-03-19,Olive Garden,130.52,Dining
2024-03-19,LabCorp,939.52,Healthcare
2024-03-19,Udemy,980.18,Education
2024-03-19,Netflix,198.46,Entertainment
2024-03-19,Steam,13.5,Entertainment
2024-03-19,Macy's,573.56,Shopping
2024-03-19,Trader Joe's,15.09,Groceries
2024-03-19,LabCorp,914.86,Healthcare
2024-03-19,Trader Joe's,165.23,Groceries
2024-03-19,Property Mgmt,2510.0,Housing
2024-03-19,Costco,114.55,Groceries
2024-03-19,Monthly Rent,1156.41,Housing
2024-03-19,Gas Provider,179.15,Utilities
2024-03-19,Target,175.2,Shopping
2024-03-20,Costco,199.1,Groceries
2024-03-20,Airbnb,2239.81,Travel
2024-03-20,CVS Pharmacy,830.15,Healthcare
2024-03-20,Property Mgmt,992.48,Housing
2024-03-20,Lyft,142.15,Transport
2024-03-20,Olive Garden,77.3,Dining
2024-03-20,Chipotle,25.09,Dining
2024-03-20,Electricity Board,305.65,Utilities
2024-03-20,McDonald's,82.24,Dining
2024-03-20,Olive Garden,124.09,Dining
2024-03-20,Whole Foods,245.2,Groceries
2024-03-21,Delta Airlines,2079.95,Travel
2024-03-21,Airbnb,666.93,Travel
2024-03-21,Delta Airlines,1710.75,Travel
2024-03-21,Best Buy,700.1,Shopping
2024-03-21,Exam Board,83.25,Education
2024-03-21,Amazon,705.83,Shopping
2024-03-21,Trader Joe's,600.64,Groceries
2024-03-21,Macy's,543.48,Shopping
2024-03-21,Shell,61.96,Transport
2024-03-21,Monthly Rent,1163.59,Housing
2024-03-21,Property Mgmt,1413.0,Housing
2024-03-22,Macy's,33.57,Shopping
2024-03-22,Comcast,188.96,Utilities
2024-03-22,Booking.com,929.08,Travel
2024-03-22,City Clinic,970.89,Healthcare
2024-03-22,Gas Provider,156.73,Utilities
2024-03-22,Marriott,2669.64,Travel
2024-03-22,Housing Society,1510.1,Housing
2024-03-22,Housing Society,1316.07,Housing
2024-03-22,CVS Pharmacy,756.92,Healthcare
2024-03-22,AMC Theatres,214.9,Entertainment
2024-03-23,Walmart,150.85,Groceries
2024-03-23,Monthly Rent,1118.99,Housing
2024-03-23,Netflix,172.71,Entertainment
2024-03-23,Booking.com,2983.24,Travel
2024-03-23,Metro Transit,53.91,Transport
2024-03-23,Monthly Rent,1639.32,Housing
2024-03-23,Health Insurance,1047.9,Healthcare
2024-03-23,Coursera,1685.51,Education
2024-03-23,Uber,10.74,Transport
2024-03-24,LabCorp,856.33,Healthcare
2024-03-24,Housing Society,1171.68,Housing
2024-03-24,Shell,19.5,Transport
2024-03-24,Comcast,285.54,Utilities
2024-03-24,Exam Board,123.58,Education
2024-03-24,Spotify,235.37,Entertainment
2024-03-25,Comcast,270.59,Utilities
2024-03-25,Udemy,692.82,Education
2024-03-25,Monthly Rent,2140.92,Housing
2024-03-25,Netflix,134.46,Entertainment
2024-03-25,Chipotle,138.24,Dining
2024-03-25,Costco,239.68,Groceries
2024-03-25,Property Mgmt,1170.87,Housing
2024-03-25,McDonald's,122.34,Dining
2024-03-26,Monthly Rent,2224.21,Housing
2024-03-26,Property Mgmt,2061.15,Housing
2024-03-26,LabCorp,1158.09,Healthcare
2024-03-26,CVS Pharmacy,1398.34,Healthcare
2024-03-26,Marriott,2211.38,Travel
2024-03-26,Booking.com,2108.32,Travel
2024-03-26,Trader Joe's,129.44,Groceries
2024-03-26,Lyft,80.27,Transport
2024-03-26,Spotify,238.32,Entertainment
2024-03-27,Steam,21.6,Entertainment
2024-03-27,Trader Joe's,216.35,Groceries
2024-03-27,McDonald's,19.83,Dining
2024-03-27,Trader Joe's,277.96,Groceries
2024-03-27,Macy's,695.02,Shopping
2024-03-27,Steam,50.39,Entertainment
2024-03-27,Best Buy,82.52,Shopping
2024-03-27,Monthly Rent,1838.68,Housing
2024-03-27,Coursera,913.07,Education
2024-03-28,Gas Provider,211.44,Utilities
2024-03-28,Marriott,2547.19,Travel
2024-03-28,Netflix,17.84,Entertainment
2024-03-28,Costco,273.13,Groceries
2024-03-28,Booking.com,762.89,Travel
2024-03-28,Housing Society,1407.58,Housing
2024-03-28,Udemy,1077.5,Education
2024-03-28,Property Mgmt,997.67,Housing
2024-03-28,McDonald's,107.19,Dining
2024-03-28,Delta Airlines,2889.29,Travel
2024-03-28,Starbucks,74.81,Dining
2024-03-28,Booking.com,2265.39,Travel
2024-03-29,Electricity Board,528.25,Utilities
2024-03-29,Netflix,173.97,Entertainment
2024-03-29,Walmart,165.41,Groceries
2024-03-29,Macy's,607.59,Shopping
2024-03-29,Costco,44.24,Groceries
2024-03-29,Uber,132.46,Transport
2024-03-29,Water Utility,64.3,Utilities
2024-03-29,Lyft,87.04,Transport
2024-03-29,Property Mgmt,1498.37,Housing
2024-03-30,Target,132.64,Shopping
2024-03-30,Exam Board,1777.58,Education
2024-03-30,Marriott,2334.31,Travel
2024-03-30,Bookstore,425.13,Education
2024-03-30,Trader Joe's,127.91,Groceries
2024-03-30,Gas Provider,140.18,Utilities
2024-03-30,Olive Garden,108.08,Dining
2024-03-30,Amazon,434.39,Shopping
2024-03-30,Best Buy,395.73,Shopping
2024-03-30,Comcast,315.27,Utilities
2024-03-31,Marriott,2838.04,Travel
2024-03-31,Marriott,2679.94,Travel
2024-03-31,Gas Provider,236.31,Utilities
2024-03-31,Best Buy,564.93,Shopping
2024-03-31,LabCorp,1034.24,Healthcare
2024-03-31,Starbucks,67.0,Dining
2024-03-31,Lyft,158.78,Transport
2024-03-31,Chipotle,125.47,Dining
2024-03-31,Exam Board,1492.93,Education
2024-03-31,Comcast,87.15,Utilities
2024-03-31,Starbucks,33.94,Dining
2024-03-31,Water Utility,273.97,Utilities
2024-03-31,Lyft,19.05,Transport
2024-04-01,Amazon,718.56,Shopping
2024-04-01,CVS Pharmacy,310.08,Healthcare
2024-04-01,Coursera,231.67,Education
2024-04-01,Udemy,1186.76,Education
2024-04-01,Electricity Board,62.37,Utilities
2024-04-01,Water Utility,101.75,Utilities
2024-04-02,Marriott,1858.24,Travel
2024-04-02,Property Mgmt,1584.58,Housing
2024-04-02,Steam,250.56,Entertainment
2024-04-02,Udemy,179.3,Education
2024-04-02,Monthly Rent,2541.66,Housing
2024-04-02,Water Utility,68.75,Utilities
2024-04-02,Water Utility,255.3,Utilities
2024-04-02,Target,362.94,Shopping
2024-04-03,Gas Provider,314.88,Utilities
2024-04-03,Udemy,463.11,Education
2024-04-03,Housing Society,2486.13,Housing
2024-04-03,Netflix,55.61,Entertainment
2024-04-03,Spotify,54.78,Entertainment
2024-04-03,Chipotle,24.47,Dining
2024-04-03,Gas Provider,314.53,Utilities
2024-04-03,LabCorp,64.46,Healthcare
2024-04-03,City Clinic,1087.14,Healthcare
2024-04-04,LabCorp,144.26,Healthcare
2024-04-04,Comcast,300.75,Utilities
2024-04-04,Housing Society,1249.18,Housing
2024-04-04,Olive Garden,20.69,Dining
2024-04-04,Airbnb,1817.52,Travel
2024-04-04,Walmart,90.04,Groceries
2024-04-04,Chipotle,134.66,Dining
2024-04-04,Delta Airlines,875.74,Travel
2024-04-04,Metro Transit,14.93,Transport
2024-04-05,Costco,134.63,Groceries
2024-04-05,Water Utility,248.32,Utilities
2024-04-05,Lyft,62.2,Transport
2024-04-05,Electricity Board,41.87,Utilities
2024-04-05,Chipotle,163.68,Dining
2024-04-05,Housing Society,1072.98,Housing
2024-04-05,Health Insurance,262.61,Healthcare
2024-04-05,Steam,176.15,Entertainment
2024-04-05,Exam Board,602.2,Education
2024-04-05,Gas Provider,215.82,Utilities
2024-04-05,Comcast,122.29,Utilities
2024-04-05,Health Insurance,1374.24,Healthcare
2024-04-05,AMC Theatres,54.31,Entertainment
2024-04-06,Chipotle,137.48,Dining
2024-04-06,Chipotle,150.51,Dining
2024-04-06,Exam Board,835.96,Education
2024-04-06,Airbnb,3019.01,Travel
2024-04-06,Netflix,216.86,Entertainment
2024-04-06,Target,206.77,Shopping
2024-04-06,Housing Society,2141.78,Housing
2024-04-06,Gas Provider,87.73,Utilities
2024-04-06,Exam Board,544.34,Education
2024-04-06,Monthly Rent,7163.12,Housing
2024-04-06,Booking.com,1449.04,Travel
2024-04-07,AMC Theatres,31.3,Entertainment
2024-04-07,Airbnb,1967.76,Travel
2024-04-07,Steam,37.87,Entertainment
2024-04-07,CVS Pharmacy,452.35,Healthcare
2024-04-07,Airbnb,1980.81,Travel
2024-04-07,Electricity Board,50.26,Utilities
2024-04-07,Lyft,145.99,Transport
2024-04-07,Booking.com,819.19,Travel
2024-04-07,Olive Garden,60.16,Dining
2024-04-07,AMC Theatres,196.92,Entertainment
2024-04-08,AMC Theatres,172.75,Entertainment
2024-04-08,Spotify,222.47,Entertainment
2024-04-08,Bookstore,1455.78,Education
2024-04-08,Chipotle,74.94,Dining
2024-04-08,CVS Pharmacy,1385.27,Healthcare
2024-04-08,Best Buy,443.91,Shopping
2024-04-08,Comcast,57.36,Utilities
2024-04-08,McDonald's,77.01,Dining
2024-04-08,Housing Society,1871.9,Housing
2024-04-09,Electricity Board,244.72,Utilities
2024-04-09,Netflix,193.04,Entertainment
2024-04-09,Delta Airlines,2100.49,Travel
2024-04-09,Bookstore,1260.4,Education
2024-04-09,Amazon,771.04,Shopping
2024-04-09,Lyft,45.32,Transport
2024-04-10,Electricity Board,52.78,Utilities
2024-04-10,Water Utility,249.94,Utilities
2024-04-10,Gas Provider,283.55,Utilities
2024-04-10,Lyft,593.71,Transport
2024-04-10,Airbnb,408.63,Travel
2024-04-10,Netflix,91.98,Entertainment
2024-04-11,Airbnb,2350.91,Travel
2024-04-11,Monthly Rent,3214.66,Housing
2024-04-11,Marriott,3181.41,Travel
2024-04-11,Metro Transit,16.46,Transport
2024-04-11,Netflix,145.18,Entertainment
2024-04-11,Exam Board,1662.56,Education
2024-04-11,Starbucks,114.27,Dining
2024-04-11,Delta Airlines,1040.59,Travel
2024-04-11,Steam,105.59,Entertainment
2024-04-11,Costco,151.34,Groceries
2024-04-11,Trader Joe's,191.79,Groceries
2024-04-11,Walmart,79.89,Groceries
2024-04-11,Exam Board,1160.82,Education
2024-04-11,Health Insurance,364.85,Healthcare
2024-04-11,Trader Joe's,138.57,Groceries
2024-04-12,Coursera,337.52,Education
2024-04-12,Coursera,777.05,Education
2024-04-12,Housing Society,2394.26,Housing
2024-04-12,AMC Theatres,84.41,Entertainment
2024-04-12,Lyft,95.98,Transport
2024-04-12,Bookstore,796.25,Education
2024-04-12,Housing Society,1107.36,Housing
2024-04-12,CVS Pharmacy,1226.54,Healthcare
2024-04-12,Housing Society,1273.33,Housing
2024-04-12,LabCorp,945.79,Healthcare
2024-04-12,Comcast,180.0,Utilities
2024-04-13,Bookstore,148.87,Education
2024-04-13,Gas Provider,203.24,Utilities
2024-04-13,Delta Airlines,246.43,Travel
2024-04-13,LabCorp,796.53,Healthcare
2024-04-13,Best Buy,658.95,Shopping
2024-04-13,Exam Board,776.97,Education
2024-04-13,Booking.com,476.21,Travel
2024-04-13,Udemy,428.1,Education
2024-04-14,Exam Board,1221.52,Education
2024-04-14,LabCorp,83.48,Healthcare
2024-04-14,CVS Pharmacy,67.94,Healthcare
2024-04-14,Exam Board,230.33,Education
2024-04-14,Best Buy,793.6,Shopping
2024-04-14,LabCorp,265.67,Healthcare
2024-04-14,Booking.com,2218.9,Travel
2024-04-14,McDonald's,22.86,Dining
2024-04-14,Electricity Board,298.84,Utilities
2024-04-15,Housing Society,1329.66,Housing
2024-04-15,Health Insurance,56.66,Healthcare
2024-04-15,Comcast,123.89,Utilities
2024-04-15,Marriott,1587.84,Travel
2024-04-15,Booking.com,647.66,Travel
2024-04-15,Delta Airlines,1857.59,Travel
2024-04-15,Electricity Board,156.9,Utilities
2024-04-15,Lyft,153.14,Transport
2024-04-15,Housing Society,923.39,Housing
2024-04-16,Best Buy,458.4,Shopping
2024-04-16,Marriott,314.65,Travel
2024-04-16,Booking.com,3370.98,Travel
2024-04-16,Netflix,241.23,Entertainment
2024-04-16,CVS Pharmacy,80.18,Healthcare
2024-04-16,Udemy,851.66,Education
2024-04-16,City Clinic,778.63,Healthcare
2024-04-17,Booking.com,3060.28,Travel
2024-04-17,Netflix,180.56,Entertainment
2024-04-17,Metro Transit,140.46,Transport
2024-04-17,Gas Provider,99.86,Utilities
2024-04-17,AMC Theatres,100.21,Entertainment
2024-04-17,Gas Provider,95.62,Utilities
2024-04-17,Target,732.12,Shopping
2024-04-17,Chipotle,130.93,Dining
2024-04-17,CVS Pharmacy,693.96,Healthcare
2024-04-17,Spotify,124.41,Entertainment
2024-04-17,Olive Garden,154.72,Dining
2024-04-18,CVS Pharmacy,35.57,Healthcare
2024-04-18,Gas Provider,65.93,Utilities
2024-04-18,Costco,72.12,Groceries
2024-04-18,Exam Board,1760.93,Education
2024-04-18,Best Buy,712.96,Shopping
2024-04-18,Exam Board,645.71,Education
2024-04-19,Booking.com,1493.16,Travel
2024-04-19,Exam Board,1691.89,Education
2024-04-19,Whole Foods,196.46,Groceries
2024-04-19,Macy's,531.66,Shopping
2024-04-19,CVS Pharmacy,133.54,Healthcare
2024-04-19,Metro Transit,45.5,Transport
2024-04-19,Water Utility,238.7,Utilities
2024-04-20,Electricity Board,298.98,Utilities
2024-04-20,CVS Pharmacy,907.66,Healthcare
2024-04-20,Spotify,50.36,Entertainment
2024-04-20,Electricity Board,208.56,Utilities
2024-04-20,Uber,116.51,Transport
2024-04-20,Whole Foods,53.14,Groceries
2024-04-20,Lyft,148.17,Transport
2024-04-20,Health Insurance,859.73,Healthcare
2024-04-20,CVS Pharmacy,803.79,Healthcare
2024-04-20,Comcast,81.26,Utilities
2024-04-21,Uber,134.94,Transport
2024-04-21,Coursera,1106.13,Education
2024-04-21,Amazon,612.8,Shopping
2024-04-21,Target,97.96,Shopping
2024-04-21,Walmart,195.33,Groceries
2024-04-21,Starbucks,92.12,Dining
2024-04-21,Lyft,84.18,Transport
2024-04-21,Whole Foods,207.93,Groceries
2024-04-21,Coursera,423.37,Education
2024-04-22,Macy's,428.03,Shopping
2024-04-22,Metro Transit,157.62,Transport
2024-04-22,LabCorp,272.25,Healthcare
2024-04-22,Metro Transit,67.14,Transport
2024-04-22,Trader Joe's,72.16,Groceries
2024-04-22,Trader Joe's,132.01,Groceries
2024-04-22,Metro Transit,108.66,Transport
2024-04-22,Electricity Board,192.81,Utilities
2024-04-22,Monthly Rent,1003.41,Housing
2024-04-22,Booking.com,1882.11,Travel
2024-04-23,Metro Transit,61.59,Transport
2024-04-23,City Clinic,365.77,Healthcare
2024-04-23,Shell,250.67,Transport
2024-04-23,Comcast,260.02,Utilities
2024-04-23,Uber,86.64,Transport
2024-04-23,Macy's,108.94,Shopping
2024-04-23,Property Mgmt,2379.89,Housing
2024-04-23,Booking.com,1367.91,Travel
2024-04-24,Property Mgmt,2494.1,Housing
2024-04-24,Exam Board,966.05,Education
2024-04-24,AMC Theatres,99.56,Entertainment
2024-04-24,CVS Pharmacy,701.25,Healthcare
2024-04-24,Netflix,208.48,Entertainment
2024-04-24,Spotify,240.62,Entertainment
2024-04-25,Housing Society,2273.04,Housing
2024-04-25,Airbnb,2451.72,Travel
2024-04-25,CVS Pharmacy,1376.97,Healthcare
2024-04-25,Comcast,75.02,Utilities
2024-04-25,Health Insurance,227.64,Healthcare
2024-04-25,Lyft,241.37,Transport
2024-04-25,Marriott,930.12,Travel
2024-04-25,Starbucks,26.65,Dining
2024-04-25,Airbnb,2429.7,Travel
2024-04-25,CVS Pharmacy,1323.19,Healthcare
2024-04-25,LabCorp,1244.51,Healthcare
2024-04-26,City Clinic,26.66,Healthcare
2024-04-26,AMC Theatres,84.91,Entertainment
2024-04-26,Costco,74.18,Groceries
2024-04-26,Chipotle,144.64,Dining
2024-04-26,Walmart,102.51,Groceries
2024-04-26,Monthly Rent,1788.35,Housing
2024-04-26,Uber,81.17,Transport
2024-04-27,City Clinic,202.63,Healthcare
2024-04-27,Booking.com,1089.56,Travel
2024-04-27,Electricity Board,263.07,Utilities
